dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
16/09/2020,16,9,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.28551526
15/09/2020,15,9,2020,23,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.28551526
14/09/2020,14,9,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.03262701
13/09/2020,13,9,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.03262701
12/09/2020,12,9,2020,2,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.03262701
11/09/2020,11,9,2020,11,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.03262701
10/09/2020,10,9,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.80081278
09/09/2020,9,9,2020,7,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.94833093
08/09/2020,8,9,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.05370103
07/09/2020,7,9,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.05370103
06/09/2020,6,9,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.05370103
05/09/2020,5,9,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.05370103
04/09/2020,4,9,2020,17,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.05370103
03/09/2020,3,9,2020,1,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.69544268
02/09/2020,2,9,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.67436866
01/09/2020,1,9,2020,11,1,Central_African_Republic,CF,CAF,4745179.0,Africa,0.92725691
31/08/2020,31,8,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.01155299
30/08/2020,30,8,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.01155299
29/08/2020,29,8,2020,2,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.01155299
28/08/2020,28,8,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.96940495
27/08/2020,27,8,2020,7,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.96940495
26/08/2020,26,8,2020,12,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.92725691
25/08/2020,25,8,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.80081278
24/08/2020,24,8,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.80081278
23/08/2020,23,8,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.80081278
22/08/2020,22,8,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.80081278
21/08/2020,21,8,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.24336722
20/08/2020,20,8,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.28551526
19/08/2020,19,8,2020,12,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.28551526
18/08/2020,18,8,2020,15,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.11692309
17/08/2020,17,8,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.80081278
16/08/2020,16,8,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.80081278
15/08/2020,15,8,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.92725691
14/08/2020,14,8,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.99047897
13/08/2020,13,8,2020,5,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.99047897
12/08/2020,12,8,2020,6,1,Central_African_Republic,CF,CAF,4745179.0,Africa,1.01155299
11/08/2020,11,8,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.88510887
10/08/2020,10,8,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.88510887
09/08/2020,9,8,2020,0,1,Central_African_Republic,CF,CAF,4745179.0,Africa,0.90618289
08/08/2020,8,8,2020,21,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.01155299
07/08/2020,7,8,2020,2,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.63222062
06/08/2020,6,8,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.92725691
05/08/2020,5,8,2020,4,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.20121917
04/08/2020,4,8,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.39088536
03/08/2020,3,8,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,2.71854866
02/08/2020,2,8,2020,6,0,Central_African_Republic,CF,CAF,4745179.0,Africa,2.71854866
01/08/2020,1,8,2020,3,0,Central_African_Republic,CF,CAF,4745179.0,Africa,4.61521051
31/07/2020,31,7,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,4.88917278
30/07/2020,30,7,2020,6,0,Central_African_Republic,CF,CAF,4745179.0,Africa,5.12098701
29/07/2020,29,7,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,5.12098701
28/07/2020,28,7,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,5.85857773
27/07/2020,27,7,2020,1,0,Central_African_Republic,CF,CAF,4745179.0,Africa,6.55402041
26/07/2020,26,7,2020,5,0,Central_African_Republic,CF,CAF,4745179.0,Africa,6.53294639
25/07/2020,25,7,2020,3,1,Central_African_Republic,CF,CAF,4745179.0,Africa,7.03872288
24/07/2020,24,7,2020,16,1,Central_African_Republic,CF,CAF,4745179.0,Africa,8.21886803
23/07/2020,23,7,2020,13,2,Central_African_Republic,CF,CAF,4745179.0,Africa,9.79941958
22/07/2020,22,7,2020,13,0,Central_African_Republic,CF,CAF,4745179.0,Africa,10.32627009
21/07/2020,21,7,2020,63,0,Central_African_Republic,CF,CAF,4745179.0,Africa,10.85312061
20/07/2020,20,7,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,10.87419463
19/07/2020,19,7,2020,96,2,Central_African_Republic,CF,CAF,4745179.0,Africa,10.87419463
18/07/2020,18,7,2020,16,0,Central_African_Republic,CF,CAF,4745179.0,Africa,9.925863699999999
17/07/2020,17,7,2020,11,0,Central_African_Republic,CF,CAF,4745179.0,Africa,11.59071133
16/07/2020,16,7,2020,6,0,Central_African_Republic,CF,CAF,4745179.0,Africa,13.00267071
15/07/2020,15,7,2020,35,0,Central_African_Republic,CF,CAF,4745179.0,Africa,12.87622659
14/07/2020,14,7,2020,33,0,Central_African_Republic,CF,CAF,4745179.0,Africa,14.92040659
13/07/2020,13,7,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,18.1025837
12/07/2020,12,7,2020,29,0,Central_African_Republic,CF,CAF,4745179.0,Africa,18.1025837
11/07/2020,11,7,2020,59,1,Central_African_Republic,CF,CAF,4745179.0,Africa,19.36702493
10/07/2020,10,7,2020,91,0,Central_African_Republic,CF,CAF,4745179.0,Africa,20.14676369
09/07/2020,9,7,2020,38,0,Central_African_Republic,CF,CAF,4745179.0,Africa,21.28476081
08/07/2020,8,7,2020,38,0,Central_African_Republic,CF,CAF,4745179.0,Africa,21.49550101
07/07/2020,7,7,2020,64,4,Central_African_Republic,CF,CAF,4745179.0,Africa,22.54920204
06/07/2020,6,7,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,24.46693792
05/07/2020,5,7,2020,51,0,Central_African_Republic,CF,CAF,4745179.0,Africa,24.46693792
04/07/2020,4,7,2020,95,0,Central_African_Republic,CF,CAF,4745179.0,Africa,27.67018905
03/07/2020,3,7,2020,78,1,Central_African_Republic,CF,CAF,4745179.0,Africa,25.66815709
02/07/2020,2,7,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,24.88841833
01/07/2020,1,7,2020,132,0,Central_African_Republic,CF,CAF,4745179.0,Africa,28.1338175
30/06/2020,30,6,2020,184,2,Central_African_Republic,CF,CAF,4745179.0,Africa,27.90200328
29/06/2020,29,6,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,25.43634287
28/06/2020,28,6,2020,89,5,Central_African_Republic,CF,CAF,4745179.0,Africa,28.91355626
27/06/2020,27,6,2020,96,0,Central_African_Republic,CF,CAF,4745179.0,Africa,27.03796843
26/06/2020,26,6,2020,145,2,Central_African_Republic,CF,CAF,4745179.0,Africa,25.28882472
25/06/2020,25,6,2020,48,1,Central_African_Republic,CF,CAF,4745179.0,Africa,24.17190163
24/06/2020,24,6,2020,88,7,Central_African_Republic,CF,CAF,4745179.0,Africa,24.50908596
23/06/2020,23,6,2020,155,7,Central_African_Republic,CF,CAF,4745179.0,Africa,23.45538493
22/06/2020,22,6,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,24.74090019
21/06/2020,21,6,2020,203,4,Central_African_Republic,CF,CAF,4745179.0,Africa,26.0896375
20/06/2020,20,6,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,24.31941977
19/06/2020,19,6,2020,41,1,Central_African_Republic,CF,CAF,4745179.0,Africa,27.75448513
18/06/2020,18,6,2020,154,4,Central_African_Republic,CF,CAF,4745179.0,Africa,28.97677833
17/06/2020,17,6,2020,121,4,Central_African_Republic,CF,CAF,4745179.0,Africa,26.06856348
16/06/2020,16,6,2020,67,3,Central_African_Republic,CF,CAF,4745179.0,Africa,25.71030513
15/06/2020,15,6,2020,165,0,Central_African_Republic,CF,CAF,4745179.0,Africa,25.52063895
14/06/2020,14,6,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,23.07605256
13/06/2020,13,6,2020,13,0,Central_African_Republic,CF,CAF,4745179.0,Africa,24.93056637
12/06/2020,12,6,2020,92,1,Central_African_Republic,CF,CAF,4745179.0,Africa,27.16441255
11/06/2020,11,6,2020,64,1,Central_African_Republic,CF,CAF,4745179.0,Africa,26.34252575
10/06/2020,10,6,2020,38,0,Central_African_Republic,CF,CAF,4745179.0,Africa,25.64708307
09/06/2020,9,6,2020,216,0,Central_African_Republic,CF,CAF,4745179.0,Africa,25.24667668
08/06/2020,8,6,2020,64,0,Central_African_Republic,CF,CAF,4745179.0,Africa,21.70624122
07/06/2020,7,6,2020,119,1,Central_African_Republic,CF,CAF,4745179.0,Africa,21.45335297
06/06/2020,6,6,2020,163,0,Central_African_Republic,CF,CAF,4745179.0,Africa,20.48394802
05/06/2020,5,6,2020,99,0,Central_African_Republic,CF,CAF,4745179.0,Africa,17.95506555
04/06/2020,4,6,2020,16,0,Central_African_Republic,CF,CAF,4745179.0,Africa,16.39558803
03/06/2020,3,6,2020,104,0,Central_African_Republic,CF,CAF,4745179.0,Africa,16.0584037
02/06/2020,2,6,2020,58,2,Central_African_Republic,CF,CAF,4745179.0,Africa,15.4472571
01/06/2020,1,6,2020,49,1,Central_African_Republic,CF,CAF,4745179.0,Africa,14.41463009
31/05/2020,31,5,2020,88,0,Central_African_Republic,CF,CAF,4745179.0,Africa,13.38200308
30/05/2020,30,5,2020,119,0,Central_African_Republic,CF,CAF,4745179.0,Africa,12.0754138
29/05/2020,29,5,2020,53,0,Central_African_Republic,CF,CAF,4745179.0,Africa,11.253527
28/05/2020,28,5,2020,31,0,Central_African_Republic,CF,CAF,4745179.0,Africa,10.6423804
27/05/2020,27,5,2020,19,0,Central_African_Republic,CF,CAF,4745179.0,Africa,10.36841814
26/05/2020,26,5,2020,48,0,Central_African_Republic,CF,CAF,4745179.0,Africa,9.96801174
25/05/2020,25,5,2020,52,0,Central_African_Republic,CF,CAF,4745179.0,Africa,8.95645876
24/05/2020,24,5,2020,73,1,Central_African_Republic,CF,CAF,4745179.0,Africa,8.61927443
23/05/2020,23,5,2020,43,0,Central_African_Republic,CF,CAF,4745179.0,Africa,7.08087092
22/05/2020,22,5,2020,25,0,Central_African_Republic,CF,CAF,4745179.0,Africa,7.20731505
21/05/2020,21,5,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,6.68046453
20/05/2020,20,5,2020,75,0,Central_African_Republic,CF,CAF,4745179.0,Africa,6.68046453
19/05/2020,19,5,2020,9,0,Central_African_Republic,CF,CAF,4745179.0,Africa,5.09991299
18/05/2020,18,5,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,5.37387525
17/05/2020,17,5,2020,26,0,Central_African_Republic,CF,CAF,4745179.0,Africa,5.37387525
16/05/2020,16,5,2020,80,0,Central_African_Republic,CF,CAF,4745179.0,Africa,4.82595072
15/05/2020,15,5,2020,24,0,Central_African_Republic,CF,CAF,4745179.0,Africa,3.60365752
14/05/2020,14,5,2020,18,0,Central_African_Republic,CF,CAF,4745179.0,Africa,3.09788103
13/05/2020,13,5,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,2.71854866
12/05/2020,12,5,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,2.71854866
11/05/2020,11,5,2020,36,0,Central_African_Republic,CF,CAF,4745179.0,Africa,3.3718432999999997
10/05/2020,10,5,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,2.61317855
09/05/2020,9,5,2020,49,0,Central_African_Republic,CF,CAF,4745179.0,Africa,2.61317855
08/05/2020,8,5,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.62269959
07/05/2020,7,5,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.64377361
06/05/2020,6,5,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.68592165
05/05/2020,5,5,2020,22,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.72806969
04/05/2020,4,5,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.26444124
03/05/2020,3,5,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.26444124
02/05/2020,2,5,2020,22,0,Central_African_Republic,CF,CAF,4745179.0,Africa,1.26444124
01/05/2020,1,5,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.80081278
30/04/2020,30,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.8218868
29/04/2020,29,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.8218868
28/04/2020,28,4,2020,31,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.8218868
27/04/2020,27,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.16859216
26/04/2020,26,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.16859216
25/04/2020,25,4,2020,2,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.16859216
24/04/2020,24,4,2020,1,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.12644412
23/04/2020,23,4,2020,2,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.12644412
22/04/2020,22,4,2020,2,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.10537010000000001
21/04/2020,21,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.06322206
20/04/2020,20,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.06322206
19/04/2020,19,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.06322206
18/04/2020,18,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.08429608
17/04/2020,17,4,2020,1,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.08429608
16/04/2020,16,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.06322206
15/04/2020,15,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.10537010000000001
14/04/2020,14,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.10537010000000001
13/04/2020,13,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.10537010000000001
12/04/2020,12,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.10537010000000001
11/04/2020,11,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.12644412
10/04/2020,10,4,2020,1,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.12644412
09/04/2020,9,4,2020,1,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.12644412
08/04/2020,8,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.10537010000000001
07/04/2020,7,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.10537010000000001
06/04/2020,6,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.10537010000000001
05/04/2020,5,4,2020,1,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.12644412
04/04/2020,4,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.14751814
03/04/2020,3,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.14751814
02/04/2020,2,4,2020,2,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.14751814
01/04/2020,1,4,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.10537010000000001
31/03/2020,31,3,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.10537010000000001
30/03/2020,30,3,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.10537010000000001
29/03/2020,29,3,2020,1,0,Central_African_Republic,CF,CAF,4745179.0,Africa,0.12644412
28/03/2020,28,3,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,
27/03/2020,27,3,2020,1,0,Central_African_Republic,CF,CAF,4745179.0,Africa,
26/03/2020,26,3,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,
25/03/2020,25,3,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,
24/03/2020,24,3,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,
23/03/2020,23,3,2020,1,0,Central_African_Republic,CF,CAF,4745179.0,Africa,
22/03/2020,22,3,2020,2,0,Central_African_Republic,CF,CAF,4745179.0,Africa,
21/03/2020,21,3,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,
20/03/2020,20,3,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,
19/03/2020,19,3,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,
18/03/2020,18,3,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,
17/03/2020,17,3,2020,0,0,Central_African_Republic,CF,CAF,4745179.0,Africa,
16/03/2020,16,3,2020,1,0,Central_African_Republic,CF,CAF,4745179.0,Africa,
01/10/2020,1,10,2020,7,0,Chad,TD,TCD,15946882.0,Africa,0.68979002
30/09/2020,30,9,2020,8,0,Chad,TD,TCD,15946882.0,Africa,0.66470674
29/09/2020,29,9,2020,7,1,Chad,TD,TCD,15946882.0,Africa,0.62708183
28/09/2020,28,9,2020,1,1,Chad,TD,TCD,15946882.0,Africa,0.58945692
27/09/2020,27,9,2020,2,0,Chad,TD,TCD,15946882.0,Africa,0.58945692
26/09/2020,26,9,2020,4,1,Chad,TD,TCD,15946882.0,Africa,0.58945692
25/09/2020,25,9,2020,7,0,Chad,TD,TCD,15946882.0,Africa,0.7524982
24/09/2020,24,9,2020,9,1,Chad,TD,TCD,15946882.0,Africa,0.72741493
23/09/2020,23,9,2020,2,0,Chad,TD,TCD,15946882.0,Africa,0.68979002
22/09/2020,22,9,2020,2,0,Chad,TD,TCD,15946882.0,Africa,0.70860247
21/09/2020,21,9,2020,2,0,Chad,TD,TCD,15946882.0,Africa,0.70233165
20/09/2020,20,9,2020,2,0,Chad,TD,TCD,15946882.0,Africa,0.72114411
19/09/2020,19,9,2020,32,0,Chad,TD,TCD,15946882.0,Africa,0.77758147
18/09/2020,18,9,2020,25,0,Chad,TD,TCD,15946882.0,Africa,0.60826938
17/09/2020,17,9,2020,3,0,Chad,TD,TCD,15946882.0,Africa,0.45776974
16/09/2020,16,9,2020,2,0,Chad,TD,TCD,15946882.0,Africa,0.43895728
15/09/2020,15,9,2020,1,1,Chad,TD,TCD,15946882.0,Africa,0.45149892
14/09/2020,14,9,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.45149892
13/09/2020,13,9,2020,2,1,Chad,TD,TCD,15946882.0,Africa,0.47031137
12/09/2020,12,9,2020,30,0,Chad,TD,TCD,15946882.0,Africa,0.45776974
11/09/2020,11,9,2020,3,0,Chad,TD,TCD,15946882.0,Africa,0.29472846
10/09/2020,10,9,2020,3,0,Chad,TD,TCD,15946882.0,Africa,0.31354092
09/09/2020,9,9,2020,5,0,Chad,TD,TCD,15946882.0,Africa,0.31354092
08/09/2020,8,9,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.33235337
07/09/2020,7,9,2020,5,2,Chad,TD,TCD,15946882.0,Africa,0.33235337
06/09/2020,6,9,2020,11,0,Chad,TD,TCD,15946882.0,Africa,0.32608255
05/09/2020,5,9,2020,5,0,Chad,TD,TCD,15946882.0,Africa,0.26337437
04/09/2020,4,9,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.28845764
03/09/2020,3,9,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.28845764
02/09/2020,2,9,2020,4,0,Chad,TD,TCD,15946882.0,Africa,0.29472846
01/09/2020,1,9,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.33862419
31/08/2020,31,8,2020,4,0,Chad,TD,TCD,15946882.0,Africa,0.35116583
30/08/2020,30,8,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.35116583
29/08/2020,29,8,2020,4,0,Chad,TD,TCD,15946882.0,Africa,0.35743664
28/08/2020,28,8,2020,6,0,Chad,TD,TCD,15946882.0,Africa,0.34489501
27/08/2020,27,8,2020,3,0,Chad,TD,TCD,15946882.0,Africa,0.30727009999999993
26/08/2020,26,8,2020,8,1,Chad,TD,TCD,15946882.0,Africa,0.30727009999999993
25/08/2020,25,8,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.26337437
24/08/2020,24,8,2020,4,0,Chad,TD,TCD,15946882.0,Africa,0.26337437
23/08/2020,23,8,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.25083273
22/08/2020,22,8,2020,9,0,Chad,TD,TCD,15946882.0,Africa,0.24456191
21/08/2020,21,8,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.18812455
20/08/2020,20,8,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.20066619
19/08/2020,19,8,2020,11,0,Chad,TD,TCD,15946882.0,Africa,0.20066619
18/08/2020,18,8,2020,3,0,Chad,TD,TCD,15946882.0,Africa,0.14422882
17/08/2020,17,8,2020,4,0,Chad,TD,TCD,15946882.0,Africa,0.12541637
16/08/2020,16,8,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.10033309
15/08/2020,15,8,2020,2,0,Chad,TD,TCD,15946882.0,Africa,0.09406227
14/08/2020,14,8,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.08779146
13/08/2020,13,8,2020,3,0,Chad,TD,TCD,15946882.0,Africa,0.14422882
12/08/2020,12,8,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.12541637
11/08/2020,11,8,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.14422882
10/08/2020,10,8,2020,2,0,Chad,TD,TCD,15946882.0,Africa,0.18185373
09/08/2020,9,8,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.16931209
08/08/2020,8,8,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.16931209
07/08/2020,7,8,2020,3,1,Chad,TD,TCD,15946882.0,Africa,0.16931209
06/08/2020,6,8,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.31354092
05/08/2020,5,8,2020,2,0,Chad,TD,TCD,15946882.0,Africa,0.30727009999999993
04/08/2020,4,8,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.29472846
03/08/2020,3,8,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.29472846
02/08/2020,2,8,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.29472846
01/08/2020,1,8,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.30727009999999993
31/07/2020,31,7,2020,9,0,Chad,TD,TCD,15946882.0,Africa,0.30727009999999993
30/07/2020,30,7,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.25710355
29/07/2020,29,7,2020,4,0,Chad,TD,TCD,15946882.0,Africa,0.26337437
28/07/2020,28,7,2020,7,0,Chad,TD,TCD,15946882.0,Africa,0.26337437
27/07/2020,27,7,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.21947864
26/07/2020,26,7,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.25710355
25/07/2020,25,7,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.25710355
24/07/2020,24,7,2020,26,0,Chad,TD,TCD,15946882.0,Africa,0.26337437
23/07/2020,23,7,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.10033309
22/07/2020,22,7,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.10033309
21/07/2020,21,7,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.10660391
20/07/2020,20,7,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.10660391
19/07/2020,19,7,2020,2,0,Chad,TD,TCD,15946882.0,Africa,0.11287473
18/07/2020,18,7,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.10033309
17/07/2020,17,7,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.11287473
16/07/2020,16,7,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.11914555
15/07/2020,15,7,2020,4,0,Chad,TD,TCD,15946882.0,Africa,0.11287473
14/07/2020,14,7,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.08779146
13/07/2020,13,7,2020,6,1,Chad,TD,TCD,15946882.0,Africa,0.08779146
12/07/2020,12,7,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.05643736
11/07/2020,11,7,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.05643736
10/07/2020,10,7,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.06270818
09/07/2020,9,7,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.08152064
08/07/2020,8,7,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.08152064
07/07/2020,7,7,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.08779146
06/07/2020,6,7,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.08779146
05/07/2020,5,7,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.08152064
04/07/2020,4,7,2020,3,0,Chad,TD,TCD,15946882.0,Africa,0.08152064
03/07/2020,3,7,2020,2,0,Chad,TD,TCD,15946882.0,Africa,0.08779146
02/07/2020,2,7,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.07524982
01/07/2020,1,7,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.08152064
30/06/2020,30,6,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.10033309
29/06/2020,29,6,2020,1,0,Chad,TD,TCD,15946882.0,Africa,0.10033309
28/06/2020,28,6,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.10660391
27/06/2020,27,6,2020,2,0,Chad,TD,TCD,15946882.0,Africa,0.10660391
26/06/2020,26,6,2020,3,0,Chad,TD,TCD,15946882.0,Africa,0.09406227
25/06/2020,25,6,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.08779146
24/06/2020,24,6,2020,2,0,Chad,TD,TCD,15946882.0,Africa,0.10033309
23/06/2020,23,6,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.11914555
22/06/2020,22,6,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.13168718
21/06/2020,21,6,2020,0,0,Chad,TD,TCD,15946882.0,Africa,0.137958
20/06/2020,20,6,2020,4,0,Chad,TD,TCD,15946882.0,Africa,0.137958
